
cv289_6463.txt, 1
cv762_13927.txt, 1
cv028_26746.txt, 1
cv497_26980.txt, 1
cv278_13041.txt, 1
cv026_29325.txt, 1
cv685_5947.txt, 1
cv494_17389.txt, 1
cv250_25616.txt, 1
cv290_11084.txt, 1
cv139_12873.txt, 1
cv044_16969.txt, 1
cv027_25219.txt, 1
cv041_21113.txt, 1
cv022_12864.txt, 1
cv013_10159.txt, 1
.DS_Store, 0
cv241_23130.txt, 1
cv039_6170.txt, 0
cv016_4659.txt, 0
cv144_5007.txt, 1
cv031_18452.txt, 1
cv007_4968.txt, 1
cv247_13142.txt, 1
cv501_11657.txt, 1
cv244_21649.txt, 1
cv143_19666.txt, 0
cv146_18458.txt, 1
cv248_13987.txt, 1
cv393_29327.txt, 1
cv029_18643.txt, 1
cv025_3108.txt, 0
cv010_29198.txt, 0
cv279_18329.txt, 1
cv283_11055.txt, 0
cv003_11664.txt, 1
cv284_19119.txt, 1
cv495_14518.txt, 0
cv145_11472.txt, 1
cv042_10982.txt, 1
cv140_7479.txt, 1
cv716_10514.txt, 1
cv141_15686.txt, 1
cv493_12839.txt, 0
cv021_15838.txt, 0
cv017_22464.txt, 1
cv281_23253.txt, 1
cv005_29443.txt, 1
cv280_8267.txt, 0
cv011_12166.txt, 1
cv499_10658.txt, 1
cv038_9749.txt, 1
cv015_29439.txt, 1
cv291_26635.txt, 1
cv285_16494.txt, 1
cv030_21593.txt, 1
cv397_29023.txt, 1
cv245_8569.txt, 0
cv023_12672.txt, 0
cv040_8276.txt, 1
cv009_29592.txt, 0
cv389_9369.txt, 1
cv019_14482.txt, 0
cv004_11636.txt, 0
cv396_17989.txt, 1
cv014_13924.txt, 0
cv032_22550.txt, 1
cv242_10638.txt, 0
cv249_11640.txt, 1
cv045_23923.txt, 1
cv496_10530.txt, 1
cv243_20728.txt, 0
cv394_5137.txt, 1
cv288_18791.txt, 1
cv006_15448.txt, 1
cv142_22516.txt, 1
cv008_29435.txt, 0
cv012_29576.txt, 1
cv246_28807.txt, 1
cv615_14182.txt, 1
cv020_8825.txt, 1
cv492_18271.txt, 1
cv024_6778.txt, 0
cv018_20137.txt, 1
cv282_6653.txt, 0
cv500_10251.txt, 1
cv395_10849.txt, 1
cv390_11345.txt, 0
cv043_15013.txt, 1
cv498_8832.txt, 1
cv033_24444.txt, 1
